0h-zjBukYpk[5],[b'sp'] [b'strange'] [b'sp'] [b'since'] [b'one'] [b'of'] [b'my'] [b'biggest'] [b'grapes'] [b'with'] [b'the'] [b'series'] [b'sp'] [b'was'] [b'and'] [b'always'] [b'sp'] [b'is'] [b'the'] [b'sp'] [b'now'],[-1.4]
0h-zjBukYpk[6],[b'now'] [b'hugh'] [b'jackman'] [b'was'] [b'always'] [b'the'] [b'best'] [b'choice'] [b'to'] [b'play'] [b'wolverine'] [b'i'] [b'will'] [b'admit'] [b'that'],[1.8]
0h-zjBukYpk[7],[b'sp'] [b'and'] [b'sp'] [b'in'] [b'my'] [b'opinion'] [b'he'] [b'sp'] [b'carried'] [b'the'] [b'movie'] [b'fine'],[0.8]
0h-zjBukYpk[8],[b'sp'] [b'you'] [b'know'] [b'nothing'] [b'great'],[-1.]
0h-zjBukYpk[9],[b'sp'] [b'but'] [b'sp'] [b'you'] [b'know'] [b'sp'] [b'he'] [b'did'] [b'it'],[-0.6]
0h-zjBukYpk[10],[b'sp'] [b'hes'] [b'a'] [b'star'] [b'of'] [b'the'] [b'movie'],[0.4]
0h-zjBukYpk[11],[b'sp'] [b'nothing'] [b'special'],[-0.8]
0h-zjBukYpk[12],[b'he'] [b'carried'] [b'it'],[1.25]
0h-zjBukYpk[13],[b'which'] [b'sp'] [b'is'] [b'a'] [b'smart'] [b'move'] [b'since'] [b'you'] [b'know'] [b'you'] [b'have'] [b'to'] [b'be'] [b'real'] [b'sp'] [b'comic'] [b'book'] [b'fan'] [b'to'] [b'get'] [b'sp'] [b'what'] [b'hes'] [b'name'] [b'is'] [b'supposed'] [b'to'] [b'be'],[1.4]
0h-zjBukYpk[14],[b'sp'] [b'but'] [b'its'] [b'pretty'] [b'sp'] [b'but'],[0.]
0h-zjBukYpk[15],[b'um'] [b'sp'] [b'i'] [b'actually'] [b'think'] [b'that'] [b'schreiber'] [b'is'] [b'a'] [b'good'] [b'actor'],[0.6]
0h-zjBukYpk[16],[b'sp'] [b'and'] [b'he'] [b'almost'] [b'looks'] [b'exactly'] [b'the'] [b'same'] [b'as'] [b'this'] [b'character'] [b'in'] [b'defiance'],[0.2]
0h-zjBukYpk[17],[b'sp'] [b'i'] [b'mean'] [b'sp'] [b'it'] [b'was'] [b'like'] [b'he'] [b'was'] [b'too'] [b'lazy'] [b'sp'] [b'to'] [b'take'] [b'off'] [b'the'] [b'costume'] [b'or'] [b'something'],[-2.]
0h-zjBukYpk[18],[b'sp'] [b'now'] [b'other'] [b'performances'] [b'are'] [b'borderline'],[-0.4]
0h-zjBukYpk[19],[b'ok'] [b'sp'] [b'but'] [b'the'] [b'two'] [b'big'] [b'character'] [b'appearances'] [b'in'] [b'this'] [b'movie'] [b'are'] [b'easily'] [b'and'] [b'gambit'],[0.6]
0h-zjBukYpk[20],[b'sp'] [b'actually'] [b'i'] [b'liked'] [b'him'] [b'a'] [b'lot'],[2.]
0h-zjBukYpk[21],[b'and'] [b'i'] [b'thought'] [b'he'] [b'made'] [b'a'] [b'good'] [b'actor'] [b'for'] [b'the'] [b'dead'] [b'poor'] [b'character'],[1.8]
0h-zjBukYpk[22],[b'sp'] [b'now'] [b'hes'] [b'seen'] [b'at'] [b'the'] [b'beginning'] [b'sp'] [b'that'] [b'really'] [b'sold'] [b'me'],[2.6]
0h-zjBukYpk[23],[b'i'] [b'mean'] [b'that'] [b'was'] [b'impressive'],[2.6]
0h-zjBukYpk[24],[b'i'] [b'liked'] [b'that'] [b'scene'] [b'sp'] [b'where'] [b'he'] [b'had'] [b'a'] [b'swords'] [b'in'] [b'there'] [b'and'] [b'sp'] [b'theres'] [b'sp'] [b'bunch'] [b'of'] [b'people'] [b'that'] [b'are'] [b'gonna'] [b'shoot'] [b'him'] [b'boom'] [b'boom'] [b'boom'] [b'boom'] [b'take'] [b'him'] [b'down'] [b'take'] [b'him'] [b'down'] [b'bam'] [b'sp'] [b'bam'] [b'bam'] [b'bam'] [b'bam'] [b'sp'] [b'take'] [b'that'] [b'with'] [b'my'] [b'magical'] [b'swords'],[2.2]
1DmNV9C1hbY[0],[b'but'] [b'for'] [b'this'] [b'one'] [b'sp'] [b'i'] [b'just'] [b'didnt'] [b'feel'] [b'like'] [b'it'],[-2.]
1DmNV9C1hbY[1],[b'sp'] [b'um'] [b'sp'] [b'i'] [b'loved'] [b'sp'] [b'the'] [b'very'] [b'first'] [b'alvin'] [b'and'] [b'the'] [b'sp'] [b'movie'],[1.6]
1DmNV9C1hbY[2],[b'because'] [b'sp'] [b'it'] [b'had'] [b'a'] [b'real'] [b'nostalgic'] [b'sp'] [b'feel'] [b'to'] [b'it'],[1.]
1DmNV9C1hbY[3],[b'sp'] [b'it'] [b'reminded'] [b'me'] [b'of'] [b'sp'] [b'getting'] [b'up'] [b'on'] [b'a'] [b'saturday'] [b'morning'] [b'and'] [b'eating'] [b'fruit'] [b'loops'] [b'sp'] [b'and'] [b'um'] [b'watching'] [b'cartoons'],[2.]
1DmNV9C1hbY[4],[b'sp'] [b'but'] [b'you'] [b'know'] [b'for'] [b'this'] [b'one'] [b'sp'] [b'i'] [b'just'] [b'didnt'] [b'care'],[-1.8]
1DmNV9C1hbY[5],[b'sp'] [b'um'] [b'i'] [b'saw'] [b'no'] [b'reason'] [b'why'] [b'they'] [b'needed'] [b'to'] [b'bring'] [b'back'] [b'the'] [b'villain'] [b'from'] [b'the'] [b'first'] [b'one'],[-1.6]
1DmNV9C1hbY[6],[b'sp'] [b'and'] [b'um'] [b'while'] [b'the'] [b'trailer'] [b'made'] [b'the'] [b'film'] [b'look'] [b'real'] [b'nice'] [b'and'] [b'cute'],[-1.6]
1DmNV9C1hbY[7],[b'sp'] [b'it'] [b'was'] [b'just'] [b'flat'],[-1.8]
1DmNV9C1hbY[8],[b'sp'] [b'um'] [b'sp'] [b'im'] [b'sure'] [b'kids'] [b'are'] [b'gonna'] [b'love'] [b'it'],[2.2]
1DmNV9C1hbY[9],[b'sp'] [b'kids'] [b'are'] [b'gonna'] [b'love'] [b'the'] [b'film'],[2.6]
1DmNV9C1hbY[10],[b'sp'] [b'but'] [b'for'] [b'me'] [b'i'] [b'sp'] [b'was'] [b'just'] [b'a'] [b'little'] [b'bored'],[-1.8]
1DmNV9C1hbY[11],[b'sp'] [b'sure'] [b'there'] [b'were'] [b'cute'] [b'money'] [b'parts'] [b'in'] [b'the'] [b'of'] [b'sp'] [b'the'] [b'film'],[0.4]
1DmNV9C1hbY[12],[b'but'] [b'otherwise'] [b'sp'] [b'i'] [b'dont'] [b'know'],[-1.25]
1DmNV9C1hbY[13],[b'sp'] [b'i'] [b'didnt'] [b'even'] [b'care'] [b'for'] [b'it'],[-2.]
1iG0909rllw[0],[b'and'] [b'sp'] [b'i'] [b'thought'] [b'they'] [b'were'] [b'average'],[-0.4]
1iG0909rllw[1],[b'sp'] [b'lets'] [b'face'] [b'it'] [b'they'] [b'are'] [b'really'] [b'not'] [b'master'] [b'pieces'],[-1.75]
1iG0909rllw[2],[b'i'] [b'thought'] [b'twilight'] [b'sp'] [b'directed'] [b'by'] [b'sp'] [b'catherine'] [b'hardwicke'] [b'was'] [b'actually'] [b'really'] [b'rather'] [b'enjoyable'],[2.]
1iG0909rllw[3],[b'sp'] [b'um'] [b'sp'] [b'i'] [b'mean'] [b'obviously'] [b'sp'] [b'it'] [b'had'] [b'its'] [b'flaws'],[-1.2]
1iG0909rllw[4],[b'sp'] [b'but'] [b'i'] [b'thought'] [b'it'] [b'sp'] [b'was'] [b'good'] [b'quite'] [b'good'],[2.2]
1iG0909rllw[5],[b'it'] [b'was'] [b'enjoyable'],[1.6]
1iG0909rllw[6],[b'i'] [b'thinking'] [b'on'] [b'hearing'] [b'sp'] [b'that'] [b'chris'] [b'weitz'] [b'sp'] [b'was'] [b'gonna'] [b'start'] [b'the'] [b'new'] [b'moon'] [b'because'] [b'sp'] [b'of'] [b'the'] [b'destruction'] [b'that'] [b'was'] [b'phillip'] [b'pullman'] [b'sp'] [b'the'] [b'golden'] [b'sp'] [b'thought'],[-0.6]
1iG0909rllw[7],[b'sp'] [b'that'] [b'film'] [b'sp'] [b'was'] [b'sp'] [b'awful'],[-2.4]
1iG0909rllw[8],[b'sp'] [b'and'] [b'i'] [b'sp'] [b'i'] [b'really'] [b'know'] [b'what'] [b'to'] [b'expect'] [b'from'] [b'new'] [b'moon'] [b'sp'] [b'um'] [b'sp'] [b'in'] [b'terms'] [b'of'] [b'his'] [b'direction'],[-0.2]
1iG0909rllw[9],[b'sp'] [b'overall'] [b'new'] [b'moon'] [b'sp'] [b'was'] [b'sp'] [b'it'] [b'was'] [b'ok'] [b'sp'] [b'just'] [b'average'],[0.6]
1iG0909rllw[10],[b'sp'] [b'the'] [b'thing'] [b'is'] [b'sp'] [b'its'] [b'a'] [b'very'] [b'good'] [b'sp'] [b'translation'] [b'of'] [b'sp'] [b'the'] [b'book'],[2.2]
1iG0909rllw[11],[b'its'] [b'sp'] [b'very'] [b'very'] [b'loyal'] [b'to'] [b'the'] [b'book'],[1.6]
1iG0909rllw[12],[b'and'] [b'i'] [b'really'] [b'appreciate'] [b'that'] [b'loyalty'],[1.4]
1iG0909rllw[13],[b'sp'] [b'um'] [b'sp'] [b'however'] [b'it'] [b'is'] [b'this'] [b'loyalty'] [b'sp'] [b'to'] [b'the'] [b'sp'] [b'original'] [b'sp'] [b'source'] [b'sp'] [b'that'] [b'sp'] [b'gives'] [b'it'] [b'sp'] [b'its'] [b'sp'] [b'flaws'],[-0.2]
1iG0909rllw[14],[b'sp'] [b'book'] [b'is'] [b'not'] [b'necessarily'] [b'the'] [b'most'] [b'thrilling'] [b'sp'] [b'book'] [b'sp'] [b'ever'],[-1.4]
1iG0909rllw[15],[b'sp'] [b'i'] [b'mean'] [b'sp'] [b'the'] [b'sp'] [b'entire'] [b'sp'] [b'is'] [b'sp'] [b'bella'] [b'swan'] [b'kristen'] [b'sp'] [b'stewards'] [b'character'] [b'sp'] [b'around'] [b'sp'] [b'completely'] [b'depressed'],[-1.4]
1iG0909rllw[16],[b'sp'] [b'it'] [b'sp'] [b'really'] [b'sp'] [b'the'] [b'best'] [b'sp'] [b'the'] [b'most'] [b'thrilling'] [b'read'] [b'sp'] [b'ever'] [b'sp'] [b'ill'] [b'say'] [b'sp'] [b'that'],[-1.4]
1iG0909rllw[17],[b'so'] [b'moon'] [b'even'] [b'with'] [b'the'] [b'bigger'] [b'sp'] [b'better'] [b'sp'] [b'budgets'] [b'sp'] [b'huh'] [b'it'] [b'was'] [b'still'] [b'too'] [b'long'],[-1.8]
1iG0909rllw[18],[b'sp'] [b'the'] [b'sp'] [b'too'] [b'sp'] [b'moments'] [b'withdrawn'] [b'out'] [b'sp'] [b'to'] [b'the'] [b'max'] [b'as'] [b'far'] [b'as'] [b'can'] [b'sp'] [b'go'],[-1.]
1iG0909rllw[19],[b'and'] [b'sp'] [b'the'] [b'script'] [b'sp'] [b'it'] [b'left'] [b'sp'] [b'all'] [b'the'] [b'sp'] [b'key'] [b'plots'] [b'sp'] [b'and'] [b'sp'] [b'emotion'] [b'from'] [b'the'] [b'characters'] [b'sp'] [b'to'] [b'be'] [b'exposed'] [b'sp'] [b'through'] [b'dialogue'],[0.4]
1iG0909rllw[20],[b'sp'] [b'i'] [b'think'] [b'it'] [b'was'] [b'sp'] [b'empire'] [b'magazines'] [b'sp'] [b'review'] [b'of'] [b'new'] [b'moon'] [b'that'] [b'sp'] [b'said'] [b'sp'] [b'that'] [b'kristen'] [b'sp'] [b'relied'] [b'sp'] [b'heavily'] [b'sp'] [b'on'] [b'the'] [b'tactic'] [b'sp'] [b'of'] [b'sp'] [b'tactic'] [b'of'] [b'sp'] [b'blinking'] [b'sp'] [b'a'] [b'lot'] [b'which'] [b'she'] [b'really'] [b'does'] [b'sp'] [b'do'] [b'a'] [b'sp'] [b'lot'],[-0.4]
1iG0909rllw[21],[b'sp'] [b'but'] [b'at'] [b'the'] [b'same'] [b'sp'] [b'goes'] [b'sp'] [b'for'] [b'rob'] [b'pattinson'] [b'as'] [b'edward'] [b'sp'] [b'and'] [b'sp'] [b'taylor'] [b'lautner'] [b'as'] [b'sp'] [b'jacob'] [b'they'] [b'do'] [b'a'] [b'lot'] [b'of'] [b'frowning'] [b'im'] [b'sp'] [b'a'] [b'manly'] [b'man'] [b'and'] [b'i'] [b'frown'],[-0.2]
1iG0909rllw[22],[b'sp'] [b'for'] [b'the'] [b'moment'] [b'in'] [b'sp'] [b'this'] [b'sp'] [b'the'] [b'whole'] [b'cinema'] [b'was'] [b'and'],[1.8]
1iG0909rllw[23],[b'and'] [b'sp'] [b'you'] [b'knew'] [b'you'] [b'be'] [b'laughing'],[-1.]
1iG0909rllw[24],[b'sp'] [b'my'] [b'favorite'] [b'scene'] [b'would'] [b'be'] [b'sp'] [b'the'] [b'um'],[2.]
1iG0909rllw[25],[b'um'] [b'sp'] [b'then'] [b'my'] [b'wins'] [b'on'] [b'screen'] [b'sp'] [b'i'] [b'sp'] [b'mean'] [b'they'] [b'were'] [b'sp'] [b'really'] [b'worn'] [b'in'] [b'a'] [b'sp'] [b'lots'] [b'sp'] [b'which'] [b'is'] [b'a'] [b'shame'] [b'because'] [b'i'] [b'thought'] [b'really'] [b'rather'] [b'good'],[-0.6]
1iG0909rllw[26],[b'sp'] [b'and'] [b'sp'] [b'um'] [b'sp'] [b'michael'] [b'sp'] [b'sheen'] [b'as'] [b'aro'] [b'as'] [b'well'] [b'he'] [b'was'] [b'sp'] [b'rather'] [b'enjoyable'] [b'to'] [b'watch'],[1.8]
1iG0909rllw[27],[b'sp'] [b'and'] [b'i'] [b'think'] [b'sp'] [b'the'] [b'sp'] [b'that'] [b'was'] [b'my'] [b'sp'] [b'exciting'] [b'bit'] [b'of'] [b'the'] [b'entire'] [b'film'],[1.2]
1iG0909rllw[28],[b'sp'] [b'the'] [b'rest'] [b'of'] [b'the'] [b'film'] [b'was'] [b'just'] [b'watching'] [b'sp'] [b'kristen'] [b'just'] [b'sp'] [b'mob'] [b'around'],[-1.4]
1iG0909rllw[29],[b'sp'] [b'and'] [b'sp'] [b'that'] [b'was'] [b'really'] [b'boring'],[-1.6]
2WGyTLYerpo[0],[b'much'] [b'say'] [b'that'] [b'i'] [b'really'] [b'enjoyed'] [b'cowboys'] [b'and'] [b'aliens'],[2.]
2WGyTLYerpo[1],[b'there'] [b'was'] [b'a'] [b'lot'] [b'of'] [b'fun'],[0.4]
2WGyTLYerpo[2],[b'you'] [b'guys'] [b'dont'] [b'know'] [b'what'] [b'youre'] [b'gonna'] [b'go'] [b'sp'] [b'and'] [b'see'] [b'when'] [b'you'] [b'go'] [b'walk'] [b'into'] [b'the'] [b'movie'] [b'called'] [b'cowboys'] [b'and'] [b'aliens'],[0.]
2WGyTLYerpo[3],[b'sp'] [b'if'] [b'youre'] [b'expecting'] [b'some'] [b'sp'] [b'artsy'] [b'sp'] [b'serious'] [b'sp'] [b'oscar'] [b'contender'] [b'than'] [b'youre'] [b'wrong'],[-0.4]
2WGyTLYerpo[4],[b'sp'] [b'the'] [b'only'] [b'sp'] [b'oscar'] [b'that'] [b'i'] [b'can'] [b'even'] [b'thing'] [b'of'] [b'is'] [b'maybe'] [b'like'] [b'best'] [b'cinematography'],[0.]
2WGyTLYerpo[5],[b'because'] [b'the'] [b'cinematography'] [b'in'] [b'this'] [b'sp'] [b'movie'] [b'is'] [b'sp'] [b'great'],[2.4]
2WGyTLYerpo[6],[b'sp'] [b'and'] [b'maybe'] [b'best'] [b'visual'] [b'effects'],[1.6]
2WGyTLYerpo[7],[b'coz'] [b'the'] [b'visual'] [b'effects'] [b'are'] [b'pretty'] [b'cool'],[1.8]
2WGyTLYerpo[8],[b'sp'] [b'but'] [b'again'] [b'you'] [b'you'] [b'cant'] [b'expect'] [b'a'] [b'huge'] [b'like'] [b'surreal'] [b'mind'] [b'bender'] [b'from'] [b'the'] [b'movie'] [b'called'] [b'cowboys'] [b'and'] [b'aliens'] [b'sp'] [b'yo'],[-0.4]
2WGyTLYerpo[9],[b'sp'] [b'and'] [b'its'] [b'satisfactory'],[0.8]
2WGyTLYerpo[10],[b'the'] [b'action'] [b'sp'] [b'is'] [b'really'] [b'intense'] [b'which'] [b'surprised'] [b'me'],[2.2]
2WGyTLYerpo[11],[b'i'] [b'didnt'] [b'expect'] [b'the'] [b'action'] [b'to'] [b'be'] [b'so'] [b'intense'],[1.2]
2WGyTLYerpo[12],[b'sp'] [b'theres'] [b'some'] [b'really'] [b'intense'] [b'action'] [b'scenes'] [b'sp'] [b'especially'] [b'the'] [b'scene'] [b'when'] [b'the'] [b'aliens'] [b'first'] [b'invade'],[2.]
2WGyTLYerpo[13],[b'that'] [b'scene'] [b'is'] [b'like'] [b'crazy'],[0.2]
2WGyTLYerpo[14],[b'it'] [b'gave'] [b'me'] [b'chills'],[0.5]
2WGyTLYerpo[15],[b'sp'] [b'i'] [b'sp'] [b'its'] [b'a'] [b'lot'] [b'of'] [b'fun'],[2.]
2WGyTLYerpo[16],[b'sp'] [b'the'] [b'action'] [b'is'] [b'really'] [b'cool'],[2.6]
2WGyTLYerpo[17],[b'the'] [b'aliens'] [b'are'] [b'sp'] [b'really'] [b'cool'],[2.2]
2WGyTLYerpo[18],[b'sp'] [b'one'] [b'thing'] [b'i'] [b'like'] [b'with'] [b'the'] [b'aliens'] [b'sp'] [b'is'] [b'that'] [b'sp'] [b'a'] [b'they'] [b'are'] [b'not'] [b'just'] [b'sp'] [b'weak'] [b'links'] [b'that'] [b'hide'] [b'behind'] [b'the'] [b'technology'],[1.4]
2WGyTLYerpo[19],[b'they'] [b'are'] [b'huge'],[1.]
2WGyTLYerpo[20],[b'theyre'] [b'really'] [b'strong'],[0.8]
2WGyTLYerpo[21],[b'and'] [b'theyre'] [b'kind'] [b'of'] [b'scary'] [b'looking'],[-0.8]
2WGyTLYerpo[22],[b'sp'] [b'i'] [b'didnt'] [b'expect'] [b'that'],[0.]
2WGyTLYerpo[23],[b'sp'] [b'and'] [b'also'] [b'i'] [b'like'] [b'how'] [b'its'] [b'kind'] [b'of'] [b'upfront'] [b'to'] [b'show'] [b'them'] [b'to'] [b'us'] [b'instead'] [b'of'] [b'hiding'] [b'them'] [b'like'] [b'showing'] [b'a'] [b'little'] [b'like'] [b'an'] [b'arm'] [b'on'] [b'scene'] [b'sp'] [b'or'] [b'something'] [b'sp'] [b'no'] [b'they'] [b'just'] [b'straight'] [b'up'] [b'show'] [b'it'] [b'to'] [b'us'],[1.6]
2WGyTLYerpo[24],[b'and'] [b'i'] [b'really'] [b'enjoyed'] [b'that'],[1.8]
2WGyTLYerpo[25],[b'i'] [b'sp'] [b'it'] [b'was'] [b'really'] [b'cool'] [b'when'] [b'they'] [b'did'] [b'that'],[1.8]
2WGyTLYerpo[26],[b'coz'] [b'the'] [b'aliens'] [b'were'] [b'really'] [b'cool'] [b'looking'],[1.8]
2WGyTLYerpo[27],[b'sp'] [b'daniel'] [b'craig'] [b'does'] [b'a'] [b'very'] [b'good'] [b'job'] [b'here'],[2.4]
2WGyTLYerpo[28],[b'he'] [b'kind'] [b'of'] [b'channels'] [b'the'] [b'man'] [b'with'] [b'no'] [b'name'] [b'sp'] [b'clint'] [b'eastwood'],[0.6]
2WGyTLYerpo[29],[b'sp'] [b'and'] [b'a'] [b'lot'] [b'of'] [b'people'] [b'have'] [b'been'] [b'saying'] [b'that'],[-0.2]
2WGyTLYerpo[30],[b'i'] [b'think'] [b'he'] [b'does'] [b'a'] [b'sp'] [b'great'] [b'job'] [b'at'] [b'sp'] [b'what'] [b'he'] [b'does'],[2.]
2WGyTLYerpo[31],[b'hes'] [b'a'] [b'really'] [b'bad'] [b'ass'],[2.2]
2WGyTLYerpo[32],[b'sp'] [b'is'] [b'really'] [b'really'] [b'hard'] [b'core'],[1.2]
2WGyTLYerpo[33],[b'he'] [b'doesnt'] [b'take'] [b'crap'] [b'from'] [b'anybody'],[0.6]
2WGyTLYerpo[34],[b'sp'] [b'and'] [b'he'] [b'does'] [b'a'] [b'really'] [b'good'] [b'job'],[2.2]
2WGyTLYerpo[35],[b'also'] [b'his'] [b'innocent'] [b'accent'] [b'is'] [b'pretty'] [b'convincing'],[1.2]
2WGyTLYerpo[36],[b'sp'] [b'harrison'] [b'ford'] [b'is'] [b'also'] [b'good'],[1.4]
2WGyTLYerpo[37],[b'hes'] [b'he'] [b'gives'] [b'an'] [b'entertaining'] [b'performance'] [b'sp'] [b'as'] [b'the'] [b'kind'] [b'of'] [b'like'] [b'sp'] [b'the'] [b'leader'] [b'sp'] [b'the'] [b'of'] [b'the'] [b'town'],[1.]
2WGyTLYerpo[38],[b'at'] [b'first'] [b'hes'] [b'just'] [b'kind'] [b'of'] [b'sp'] [b'like'] [b'grumpy'] [b'old'] [b'guy'],[-0.6]
2WGyTLYerpo[39],[b'but'] [b'he'] [b'becomes'] [b'more'] [b'likeable'],[0.6]
2WGyTLYerpo[40],[b'sp'] [b'his'] [b'guts'] [b'sp'] [b'developed'] [b'more'] [b'as'] [b'more'] [b'likeable'] [b'character'],[0.6]
2WGyTLYerpo[41],[b'so'] [b'you'] [b'can'] [b'care'] [b'about'] [b'him'],[0.]
2WGyTLYerpo[42],[b'sp'] [b'and'] [b'olivia'] [b'wild'] [b'sp'] [b'pretty'] [b'good'],[2.]
2WGyTLYerpo[44],[b'sp'] [b'and'] [b'sp'] [b'not'] [b'a'] [b'bad'] [b'actor'],[0.2]
2WGyTLYerpo[45],[b'sp'] [b'actually'] [b'pretty'] [b'good'],[1.4]
2WGyTLYerpo[46],[b'sp'] [b'everything'] [b'nowadays'],[0.]
2WGyTLYerpo[47],[b'there'] [b'are'] [b'some'] [b'flaws'] [b'here'],[-1.]
2WGyTLYerpo[48],[b'and'] [b'there'] [b'but'] [b'theyre'] [b'not'] [b'huge'] [b'glaring'] [b'flaws'],[-0.6]
2WGyTLYerpo[49],[b'but'] [b'they'] [b'are'] [b'flaws'],[-1.8]
2WGyTLYerpo[50],[b'sp'] [b'such'] [b'as'] [b'sometimes'] [b'the'] [b'aliens'] [b'in'] [b'the'] [b'western'] [b'setting'] [b'do'] [b'look'] [b'a'] [b'little'] [b'goofy'],[-0.6]
2WGyTLYerpo[51],[b'but'] [b'i'] [b'was'] [b'kind'] [b'of'] [b'expecting'] [b'that'],[0.]
2WGyTLYerpo[52],[b'sp'] [b'i'] [b'a'] [b'huge'] [b'fan'] [b'of'] [b'it'],[-1.]
2WGyTLYerpo[53],[b'i'] [b'just'] [b'sp'] [b'thought'] [b'it'] [b'was'] [b'kind'] [b'of'] [b'stupid'],[-2.]
2WGyTLYerpo[54],[b'sp'] [b'and'] [b'sometimes'] [b'it'] [b'kind'] [b'of'] [b'veers'] [b'into'] [b'cliche'] [b'action'] [b'movie'] [b'sp'] [b'territory'],[-1.]
2WGyTLYerpo[55],[b'sp'] [b'like'] [b'a'] [b'movie'] [b'called'] [b'cowboys'] [b'and'] [b'aliens'] [b'sp'] [b'a'] [b'lot'] [b'of'] [b'people'] [b'would'] [b'think'] [b'would'] [b'be'] [b'kind'] [b'of'] [b'like'] [b'crazy'],[-0.4]
2WGyTLYerpo[56],[b'sp'] [b'but'] [b'sometimes'] [b'it'] [b'just'] [b'veers'] [b'entirely'] [b'sp'] [b'cliche'] [b'action'] [b'movie'] [b'territory'] [b'sp'] [b'again'],[-1.6]
2WGyTLYerpo[57],[b'not'] [b'a'] [b'huge'] [b'flaw'] [b'sp'] [b'but'] [b'its'] [b'sp'] [b'there'] [b'sp'] [b'and'] [b'its'] [b'sp'] [b'overall'],[-1.4]
2WGyTLYerpo[58],[b'overall'] [b'i'] [b'really'] [b'enjoyed'] [b'cowboys'] [b'and'] [b'aliens'],[2.]
2WGyTLYerpo[59],[b'and'] [b'im'] [b'gonna'] [b'give'] [b'it'] [b'an'] [b'sp'] [b'eight'] [b'out'] [b'of'] [b'ten'],[2.2]
2WGyTLYerpo[60],[b'it'] [b'was'] [b'really'] [b'fun'],[1.4]
2WGyTLYerpo[61],[b'a'] [b'very'] [b'good'] [b'time'],[2.2]
2WGyTLYerpo[62],[b'sp'] [b'and'] [b'i'] [b'recommend'] [b'you'] [b'check'] [b'it'] [b'out'] [b'in'] [b'theaters'],[2.2]
